Date,1 yr versus 3 mo,2 yr vs 3 mo,5 yr vs 2 yr,10 yr vs 2 yr,10 yr vs 3 mo
5/16/2005,0.44,0.72,0.22,0.52,1.24
5/13/2005,0.46,0.78,0.22,0.51,1.29
5/12/2005,0.46,0.78,0.21,0.52,1.3
5/11/2005,0.48,0.81,0.23,0.53,1.34
5/10/2005,0.47,0.79,0.24,0.54,1.33
5/9/2005,0.49,0.85,0.23,0.53,1.38
5/6/2005,0.5,0.86,0.22,0.55,1.41
5/5/2005,0.48,0.77,0.24,0.61,1.38
5/4/2005,0.45,0.76,0.24,0.57,1.33
5/3/2005,0.44,0.77,0.22,0.53,1.3
5/2/2005,0.41,0.71,0.24,0.57,1.28
4/29/2005,0.43,0.76,0.24,0.55,1.31
4/28/2005,0.42,0.71,0.26,0.6,1.31
4/27/2005,0.44,0.75,0.28,0.61,1.36
4/26/2005,0.44,0.76,0.29,0.61,1.37
4/25/2005,0.41,0.71,0.3,0.62,1.33
4/22/2005,0.37,0.69,0.3,0.64,1.33
4/21/2005,0.43,0.77,0.32,0.67,1.44
4/20/2005,0.38,0.65,0.34,0.7,1.35
4/19/2005,0.35,0.59,0.35,0.71,1.3
4/18/2005,0.39,0.65,0.35,0.72,1.37
4/15/2005,0.47,0.75,0.36,0.73,1.48
4/14/2005,0.52,0.82,0.39,0.77,1.59
4/13/2005,0.55,0.89,0.37,0.72,1.61
4/12/2005,0.58,0.95,0.34,0.67,1.62
4/11/2005,0.61,0.99,0.38,0.7,1.69
4/8/2005,0.56,0.98,0.4,0.73,1.71
4/7/2005,0.55,0.95,0.41,0.77,1.72
4/6/2005,0.55,0.94,0.39,0.74,1.68
4/5/2005,0.55,0.96,0.4,0.73,1.69
4/4/2005,0.54,0.94,0.39,0.73,1.67
4/1/2005,0.54,0.95,0.38,0.71,1.66
3/31/2005,0.56,1.01,0.38,0.7,1.71
3/30/2005,0.56,1.03,0.4,0.7,1.73
3/29/2005,0.57,1.03,0.43,0.73,1.76
3/28/2005,0.59,1.06,0.43,0.74,1.8
3/24/2005,0.57,1.04,0.42,0.72,1.76
3/23/2005,0.55,1.01,0.46,0.77,1.78
3/22/2005,0.51,0.97,0.45,0.77,1.74
3/21/2005,0.48,0.87,0.46,0.81,1.68
3/18/2005,0.51,0.91,0.46,0.79,1.7
3/17/2005,0.5,0.91,0.44,0.77,1.68
3/16/2005,0.5,0.92,0.46,0.8,1.72
3/15/2005,0.51,0.94,0.47,0.79,1.73
3/14/2005,0.52,0.95,0.45,0.77,1.72
3/11/2005,0.52,0.97,0.49,0.83,1.8
3/10/2005,0.5,0.93,0.45,0.8,1.73
3/9/2005,0.48,0.9,0.5,0.86,1.76
3/8/2005,0.48,0.87,0.43,0.76,1.63
3/7/2005,0.46,0.85,0.38,0.7,1.55
3/4/2005,0.44,0.81,0.4,0.75,1.56
3/3/2005,0.43,0.83,0.43,0.8,1.63
3/2/2005,0.45,0.83,0.43,0.81,1.64
3/1/2005,0.45,0.84,0.43,0.79,1.63
2/28/2005,0.44,0.83,0.41,0.77,1.6
2/25/2005,0.41,0.8,0.37,0.73,1.53
2/24/2005,0.44,0.83,0.39,0.77,1.6
2/23/2005,0.45,0.79,0.41,0.81,1.6
2/22/2005,0.45,0.79,0.42,0.83,1.62
2/18/2005,0.48,0.84,0.41,0.82,1.66
2/17/2005,0.45,0.8,0.4,0.81,1.61
2/16/2005,0.48,0.84,0.37,0.75,1.59
2/15/2005,0.44,0.78,0.34,0.73,1.51
2/14/2005,0.44,0.79,0.32,0.7,1.49
2/11/2005,0.45,0.79,0.36,0.76,1.55
2/10/2005,0.45,0.78,0.36,0.78,1.56
2/9/2005,0.42,0.73,0.34,0.76,1.49
2/8/2005,0.48,0.84,0.35,0.72,1.56
2/7/2005,0.45,0.8,0.36,0.76,1.56
2/4/2005,0.46,0.82,0.39,0.8,1.62
2/3/2005,0.48,0.86,0.42,0.84,1.7
2/2/2005,0.44,0.81,0.41,0.83,1.64
2/1/2005,0.44,0.78,0.42,0.86,1.64
1/31/2005,0.45,0.78,0.42,0.85,1.63
1/28/2005,0.43,0.79,0.44,0.91,1.7
1/27/2005,0.47,0.84,0.47,0.94,1.78
1/26/2005,0.49,0.86,0.46,0.94,1.8
1/25/2005,0.49,0.84,0.48,0.97,1.81
1/24/2005,0.49,0.83,0.45,0.94,1.77
1/21/2005,0.47,0.8,0.49,1,1.8
1/20/2005,0.5,0.86,0.47,0.96,1.82
1/19/2005,0.51,0.89,0.47,0.94,1.83
1/18/2005,0.51,0.87,0.46,0.95,1.82
1/14/2005,0.5,0.87,0.47,0.99,1.86
1/13/2005,0.49,0.86,0.47,0.99,1.85
1/12/2005,0.5,0.88,0.5,1.03,1.91
1/11/2005,0.52,0.9,0.49,1.02,1.92
1/10/2005,0.5,0.87,0.52,1.06,1.93
1/7/2005,0.5,0.88,0.53,1.09,1.97
1/6/2005,0.51,0.87,0.53,1.11,1.98
1/5/2005,0.5,0.89,0.51,1.07,1.96
1/4/2005,0.49,0.87,0.52,1.09,1.96
1/3/2005,0.47,0.78,0.54,1.13,1.91
12/31/2004,0.53,0.86,0.55,1.16,2.02
12/30/2004,0.54,0.88,0.54,1.17,2.05
12/29/2004,0.55,0.9,0.57,1.21,2.11
12/28/2004,0.52,0.83,0.58,1.23,2.06
12/27/2004,0.52,0.81,0.58,1.23,2.04
12/23/2004,0.51,0.83,0.56,1.21,2.04
12/22/2004,0.53,0.86,0.53,1.17,2.03
12/21/2004,0.52,0.85,0.52,1.13,1.98
12/20/2004,0.5,0.84,0.53,1.15,1.99
12/17/2004,0.47,0.83,0.56,1.18,2.01
12/16/2004,0.46,0.81,0.57,1.18,1.99
12/15/2004,0.43,0.76,0.51,1.12,1.88
12/14/2004,0.44,0.78,0.54,1.15,1.93
12/13/2004,0.42,0.74,0.56,1.18,1.92
12/10/2004,0.36,0.7,0.57,1.21,1.91
12/9/2004,0.35,0.69,0.61,1.26,1.95
12/8/2004,0.35,0.67,0.62,1.23,1.9
12/7/2004,0.35,0.7,0.65,1.28,1.98
12/6/2004,0.35,0.68,0.66,1.31,1.99
12/3/2004,0.37,0.73,0.67,1.33,2.06
12/2/2004,0.4,0.82,0.71,1.36,2.18
12/1/2004,0.38,0.79,0.71,1.37,2.16
11/30/2004,0.4,0.79,0.7,1.34,2.13
11/29/2004,0.43,0.84,0.65,1.27,2.11
11/26/2004,0.4,0.82,0.61,1.21,2.03
11/24/2004,0.42,0.83,0.6,1.19,2.02
11/23/2004,0.41,0.79,0.6,1.21,2
11/22/2004,0.4,0.75,0.61,1.23,1.98
11/19/2004,0.41,0.8,0.62,1.25,2.05
11/18/2004,0.38,0.73,0.62,1.26,1.99
11/17/2004,0.37,0.72,0.62,1.29,2.01
11/16/2004,0.4,0.77,0.65,1.3,2.07
11/15/2004,0.41,0.77,0.64,1.31,2.08
11/12/2004,0.41,0.78,0.67,1.34,2.12
11/10/2004,0.39,0.74,0.74,1.43,2.17
11/9/2004,0.38,0.72,0.73,1.42,2.14
11/8/2004,0.4,0.73,0.71,1.42,2.15
11/5/2004,0.41,0.77,0.71,1.41,2.18
11/4/2004,0.36,0.65,0.74,1.47,2.12
11/3/2004,0.36,0.64,0.75,1.49,2.13
11/2/2004,0.36,0.63,0.74,1.5,2.13
11/1/2004,0.35,0.62,0.75,1.5,2.12
10/29/2004,0.37,0.65,0.74,1.49,2.14
10/28/2004,0.38,0.68,0.75,1.5,2.18
10/27/2004,0.38,0.71,0.74,1.48,2.19
10/26/2004,0.33,0.63,0.72,1.47,2.1
10/25/2004,0.34,0.64,0.71,1.45,2.09
10/22/2004,0.38,0.7,0.71,1.45,2.15
10/21/2004,0.38,0.72,0.72,1.44,2.16
10/20/2004,0.38,0.71,0.73,1.48,2.19
10/19/2004,0.4,0.75,0.75,1.5,2.25
10/18/2004,0.4,0.74,0.76,1.52,2.26
10/15/2004,0.42,0.77,0.78,1.54,2.31
10/14/2004,0.41,0.74,0.78,1.55,2.29
10/13/2004,0.45,0.81,0.79,1.56,2.37
10/12/2004,0.48,0.84,0.79,1.56,2.4
10/8/2004,0.5,0.9,0.78,1.54,2.44
10/7/2004,0.56,1.02,0.81,1.54,2.56
10/6/2004,0.55,0.99,0.81,1.53,2.52
10/5/2004,0.52,0.94,0.79,1.53,2.47
10/4/2004,0.54,0.94,0.79,1.54,2.48
10/1/2004,0.5,0.92,0.81,1.58,2.5
9/30/2004,0.5,0.92,0.75,1.51,2.43
9/29/2004,0.48,0.89,0.76,1.49,2.38
9/28/2004,0.46,0.83,0.73,1.47,2.3
9/27/2004,0.46,0.85,0.7,1.42,2.27
9/24/2004,0.47,0.89,0.71,1.42,2.31
9/23/2004,0.44,0.85,0.73,1.45,2.3
9/22/2004,0.41,0.79,0.76,1.5,2.29
9/21/2004,0.4,0.77,0.79,1.56,2.33
9/20/2004,0.37,0.73,0.82,1.61,2.34
9/17/2004,0.4,0.82,0.82,1.61,2.43
9/16/2004,0.39,0.77,0.85,1.64,2.41
9/15/2004,0.42,0.84,0.88,1.67,2.51
9/14/2004,0.42,0.81,0.88,1.68,2.49
9/13/2004,0.44,0.84,0.88,1.66,2.5
9/10/2004,0.42,0.84,0.9,1.69,2.53
9/9/2004,0.45,0.86,0.91,1.72,2.58
9/8/2004,0.44,0.85,0.9,1.68,2.53
9/7/2004,0.47,0.92,0.9,1.68,2.6
9/3/2004,0.47,0.96,0.91,1.69,2.65
9/2/2004,0.42,0.86,0.94,1.74,2.6
9/1/2004,0.41,0.83,0.91,1.72,2.55
8/31/2004,0.4,0.82,0.92,1.72,2.54
8/30/2004,0.43,0.86,0.93,1.72,2.58
8/27/2004,0.47,0.92,0.95,1.75,2.67
8/26/2004,0.47,0.93,0.94,1.74,2.67
8/25/2004,0.49,0.97,0.95,1.75,2.72
8/24/2004,0.49,0.96,0.96,1.78,2.74
8/23/2004,0.49,0.96,0.96,1.78,2.74
8/20/2004,0.49,0.97,0.96,1.78,2.75
8/19/2004,0.48,0.95,0.96,1.79,2.74
8/18/2004,0.48,0.95,0.97,1.79,2.74
8/17/2004,0.5,0.96,0.95,1.77,2.73
8/16/2004,0.52,1.02,0.94,1.75,2.77
8/13/2004,0.53,1.03,0.95,1.75,2.78
8/12/2004,0.56,1.09,0.95,1.75,2.84
8/11/2004,0.56,1.1,0.97,1.76,2.86
8/10/2004,0.51,1.05,0.97,1.77,2.82
8/9/2004,0.46,0.94,1,1.83,2.77
8/6/2004,0.47,0.96,1,1.84,2.8
8/5/2004,0.61,1.16,1,1.79,2.95
8/4/2004,0.62,1.17,1,1.79,2.96
8/3/2004,0.63,1.18,1.01,1.79,2.97
8/2/2004,0.62,1.16,1.02,1.82,2.98
7/30/2004,0.68,1.23,1.03,1.82,3.05
7/29/2004,0.7,1.3,1.05,1.85,3.15
7/28/2004,0.71,1.32,1.04,1.83,3.15
7/27/2004,0.73,1.36,1.03,1.8,3.16
7/26/2004,0.73,1.3,0.98,1.74,3.04
7/23/2004,0.74,1.31,1,1.76,3.07
7/22/2004,0.75,1.32,1.02,1.79,3.11
7/21/2004,0.79,1.36,1.01,1.79,3.15
7/20/2004,0.77,1.31,1.01,1.8,3.11
7/19/2004,0.75,1.21,1.01,1.82,3.03
7/16/2004,0.73,1.19,1.02,1.84,3.03
7/15/2004,0.76,1.29,1.05,1.86,3.15
7/14/2004,0.74,1.28,1.06,1.88,3.16
7/13/2004,0.71,1.24,1.08,1.92,3.16
7/12/2004,0.68,1.19,1.09,1.93,3.12
7/9/2004,0.72,1.27,1.09,1.94,3.21
7/8/2004,0.72,1.28,1.1,1.94,3.22
7/7/2004,0.7,1.26,1.11,1.94,3.2
7/6/2004,0.81,1.22,1.09,1.93,3.15
7/2/2004,0.72,1.24,1.08,1.94,3.18
7/1/2004,0.85,1.42,1.1,1.93,3.35
6/30/2004,0.76,1.37,1.11,1.92,3.29
6/29/2004,0.82,1.45,1.09,1.87,3.32
6/28/2004,0.92,1.48,1.11,1.9,3.38
6/25/2004,0.83,1.43,1.11,1.92,3.35
6/24/2004,0.82,1.45,1.11,1.92,3.37
6/23/2004,0.86,1.49,1.12,1.93,3.42
6/22/2004,0.89,1.48,1.12,1.92,3.4
6/21/2004,0.84,1.47,1.11,1.9,3.37
6/18/2004,0.95,1.52,1.13,1.91,3.43
6/17/2004,0.93,1.53,1.12,1.9,3.43
6/16/2004,0.94,1.54,1.12,1.9,3.44
6/15/2004,0.82,1.43,1.13,1.92,3.35
6/14/2004,0.84,1.56,1.13,1.92,3.48
6/10/2004,0.84,1.51,1.19,2,3.51
6/9/2004,0.87,1.52,1.22,2.03,3.55
6/8/2004,0.75,1.46,1.23,2.05,3.51
6/7/2004,0.72,1.43,1.28,2.11,3.54
6/4/2004,0.76,1.49,1.27,2.08,3.57
6/3/2004,0.74,1.46,1.26,2.08,3.54
6/2/2004,0.75,1.48,1.26,2.09,3.57
6/1/2004,0.72,1.43,1.26,2.11,3.54
5/28/2004,0.75,1.46,1.27,2.12,3.58
5/27/2004,0.71,1.4,1.28,2.14,3.54
5/26/2004,0.73,1.44,1.29,2.15,3.59
5/25/2004,0.77,1.51,1.31,2.15,3.66
5/24/2004,0.79,1.52,1.31,2.16,3.68
5/21/2004,0.81,1.57,1.31,2.16,3.73
5/20/2004,0.78,1.52,1.31,2.17,3.69
5/19/2004,0.81,1.57,1.32,2.18,3.75
5/18/2004,0.78,1.53,1.29,2.16,3.69
5/17/2004,0.74,1.45,1.32,2.19,3.64
5/14/2004,0.82,1.6,1.33,2.2,3.8
5/13/2004,0.84,1.67,1.34,2.18,3.85
5/12/2004,0.77,1.58,1.34,2.21,3.79
5/11/2004,0.78,1.56,1.33,2.18,3.74
5/10/2004,0.77,1.53,1.34,2.2,3.73
5/7/2004,0.76,1.57,1.32,2.15,3.72
5/6/2004,0.61,1.39,1.33,2.24,3.63
5/5/2004,0.57,1.35,1.37,2.27,3.62
5/4/2004,0.57,1.32,1.34,2.24,3.56
5/3/2004,0.6,1.34,1.29,2.19,3.53
4/30/2004,0.57,1.33,1.32,2.22,3.55
4/29/2004,0.58,1.37,1.32,2.21,3.58
4/28/2004,0.57,1.33,1.3,2.2,3.53
4/27/2004,0.55,1.23,1.31,2.22,3.45
4/26/2004,0.58,1.29,1.29,2.18,3.47
4/23/2004,0.61,1.31,1.29,2.19,3.5
4/22/2004,0.52,1.18,1.31,2.25,3.43
4/21/2004,0.53,1.23,1.3,2.23,3.46
4/20/2004,0.49,1.14,1.34,2.32,3.46
4/19/2004,0.47,1.11,1.35,2.32,3.43
4/16/2004,0.46,1.09,1.36,2.34,3.43
4/15/2004,0.51,1.15,1.35,2.32,3.47
4/14/2004,0.53,1.18,1.31,2.27,3.45
4/13/2004,0.45,1.07,1.36,2.34,3.41
4/12/2004,0.4,0.97,1.35,2.34,3.31
4/8/2004,0.39,0.95,1.34,2.33,3.28
4/7/2004,0.36,0.92,1.32,2.32,3.24
4/6/2004,0.37,0.92,1.33,2.33,3.25
4/5/2004,0.4,0.97,1.33,2.33,3.3
4/2/2004,0.35,0.91,1.29,2.29,3.2
4/1/2004,0.3,0.72,1.22,2.26,2.98
3/31/2004,0.25,0.65,1.2,2.26,2.91
3/30/2004,0.25,0.67,1.23,2.28,2.95
3/29/2004,0.25,0.67,1.23,2.28,2.95
3/26/2004,0.24,0.64,1.22,2.26,2.9
3/25/2004,0.21,0.57,1.19,2.24,2.81
3/24/2004,0.23,0.57,1.18,2.23,2.8
3/23/2004,0.22,0.57,1.17,2.21,2.78
3/22/2004,0.22,0.57,1.17,2.22,2.79
3/19/2004,0.25,0.62,1.19,2.24,2.86
3/18/2004,0.24,0.62,1.17,2.21,2.83
3/17/2004,0.25,0.6,1.13,2.18,2.78
3/16/2004,0.21,0.55,1.14,2.19,2.74
3/15/2004,0.22,0.6,1.18,2.22,2.82
3/12/2004,0.22,0.58,1.19,2.24,2.82
3/11/2004,0.18,0.55,1.2,2.22,2.77
3/10/2004,0.21,0.58,1.17,2.2,2.78
3/9/2004,0.19,0.55,1.17,2.22,2.77
3/8/2004,0.19,0.56,1.22,2.26,2.82
3/5/2004,0.22,0.63,1.24,2.28,2.91
3/4/2004,0.29,0.77,1.29,2.31,3.08
3/3/2004,0.29,0.77,1.32,2.33,3.1
3/2/2004,0.29,0.77,1.3,2.31,3.08
3/1/2004,0.26,0.7,1.31,2.33,3.03
2/27/2004,0.25,0.7,1.35,2.33,3.03
2/26/2004,0.27,0.73,1.32,2.36,3.09
2/25/2004,0.27,0.71,1.31,2.35,3.06
2/24/2004,0.26,0.72,1.32,2.35,3.07
2/23/2004,0.25,0.72,1.34,2.36,3.08
2/20/2004,0.32,0.81,1.33,2.35,3.16
2/19/2004,0.29,0.76,1.32,2.35,3.11
2/18/2004,0.29,0.78,1.31,2.33,3.11
2/17/2004,0.26,0.75,1.32,2.35,3.1
2/13/2004,0.29,0.78,1.31,2.35,3.13
2/12/2004,0.31,0.82,1.32,2.35,3.17
2/11/2004,0.3,0.8,1.3,2.32,3.12
2/10/2004,0.32,0.87,1.31,2.31,3.18
2/9/2004,0.31,0.82,1.32,2.33,3.15
2/6/2004,0.33,0.84,1.35,2.35,3.19
2/5/2004,0.35,0.91,1.36,2.35,3.26
2/4/2004,0.33,0.86,1.35,2.35,3.21
2/3/2004,0.33,0.84,1.34,2.35,3.19
2/2/2004,0.35,0.89,1.35,2.35,3.24
1/30/2004,0.36,0.92,1.33,2.32,3.24
1/29/2004,0.35,0.94,1.34,2.34,3.28
1/28/2004,0.32,0.93,1.35,2.35,3.28
1/27/2004,0.3,0.79,1.37,2.41,3.2
1/26/2004,0.33,0.85,1.38,2.41,3.26
1/23/2004,0.31,0.81,1.35,2.38,3.19
1/22/2004,0.31,0.78,1.3,2.33,3.11
1/21/2004,0.3,0.8,1.33,2.36,3.16
1/20/2004,0.32,0.8,1.36,2.39,3.19
1/16/2004,0.32,0.81,1.33,2.34,3.15
1/15/2004,0.3,0.79,1.3,2.32,3.11
1/14/2004,0.31,0.77,1.31,2.36,3.13
1/13/2004,0.29,0.74,1.35,2.42,3.16
1/12/2004,0.32,0.79,1.36,2.43,3.22
1/9/2004,0.34,0.81,1.37,2.43,3.24
1/8/2004,0.41,0.97,1.39,2.42,3.39
1/7/2004,0.38,0.93,1.41,2.43,3.36
1/6/2004,0.39,0.93,1.42,2.45,3.38
1/5/2004,0.44,1.04,1.44,2.46,3.5
1/2/2004,0.38,1.01,1.42,2.44,3.45
12/31/2003,0.31,0.89,1.41,2.43,3.32
12/30/2003,0.34,0.92,1.4,2.43,3.35
12/29/2003,0.41,0.96,1.37,2.38,3.34
12/26/2003,0.4,0.95,1.35,2.35,3.3
12/24/2003,0.38,0.93,1.37,2.37,3.3
12/23/2003,0.41,1.06,1.34,2.32,3.38
12/22/2003,0.37,0.94,1.35,2.34,3.28
12/19/2003,0.37,0.94,1.34,2.33,3.27
12/18/2003,0.35,0.96,1.32,2.31,3.27
12/17/2003,0.36,0.93,1.35,2.36,3.29
12/16/2003,0.37,0.92,1.38,2.41,3.33
12/15/2003,0.4,0.98,1.38,2.4,3.38
12/12/2003,0.37,0.93,1.39,2.42,3.35
12/11/2003,0.37,0.93,1.38,2.44,3.37
12/10/2003,0.4,1.01,1.34,2.36,3.37
12/9/2003,0.42,1.04,1.36,2.35,3.39
12/8/2003,0.4,1.01,1.34,2.35,3.36
12/5/2003,0.38,0.96,1.35,2.35,3.31
12/4/2003,0.45,1.13,1.36,2.32,3.45
12/3/2003,0.45,1.15,1.37,2.32,3.47
12/2/2003,0.44,1.13,1.36,2.31,3.44
12/1/2003,0.46,1.17,1.34,2.28,3.45
11/28/2003,0.46,1.13,1.32,2.28,3.41
11/26/2003,0.41,1.03,1.3,2.28,3.31
11/25/2003,0.37,0.94,1.31,2.3,3.24
11/24/2003,0.37,0.98,1.3,2.29,3.27
11/21/2003,0.35,0.9,1.31,2.31,3.21
11/20/2003,0.33,0.88,1.31,2.33,3.21
11/19/2003,0.37,0.95,1.32,2.34,3.29
11/18/2003,0.34,0.87,1.31,2.34,3.21
11/17/2003,0.33,0.84,1.34,2.38,3.22
11/14/2003,0.36,0.89,1.35,2.38,3.27
11/13/2003,0.39,0.98,1.37,2.38,3.36
11/12/2003,0.44,1.1,1.4,2.39,3.49
11/10/2003,0.42,1.09,1.43,2.43,3.52
11/7/2003,0.44,1.08,1.43,2.44,3.52
11/6/2003,0.42,1.05,1.42,2.44,3.49
11/5/2003,0.39,0.98,1.41,2.44,3.42
11/4/2003,0.36,0.91,1.42,2.47,3.38
11/3/2003,0.37,0.94,1.44,2.5,3.44
10/31/2003,0.35,0.89,1.42,2.48,3.37
10/30/2003,0.36,0.9,1.43,2.5,3.4
10/29/2003,0.33,0.83,1.41,2.52,3.35
10/28/2003,0.29,0.75,1.4,2.52,3.27
10/27/2003,0.33,0.85,1.38,2.47,3.32
10/24/2003,0.32,0.81,1.37,2.48,3.29
10/23/2003,0.34,0.88,1.4,2.5,3.38
10/22/2003,0.32,0.84,1.41,2.49,3.33
10/21/2003,0.39,0.96,1.42,2.49,3.45
10/20/2003,0.37,0.93,1.45,2.53,3.46
10/17/2003,0.38,0.97,1.43,2.51,3.48
10/16/2003,0.41,1.03,1.44,2.51,3.54
10/15/2003,0.34,0.86,1.51,2.64,3.5
10/14/2003,0.3,0.8,1.5,2.64,3.44
10/10/2003,0.29,0.73,1.5,2.64,3.37
10/9/2003,0.31,0.78,1.48,2.63,3.41
10/8/2003,0.3,0.74,1.49,2.62,3.36
10/7/2003,0.29,0.75,1.48,2.6,3.35
10/6/2003,0.21,0.66,1.46,2.57,3.23
10/3/2003,0.26,0.71,1.47,2.56,3.27
10/2/2003,0.2,0.54,1.42,2.55,3.09
10/1/2003,0.18,0.52,1.37,2.49,3.01
9/30/2003,0.2,0.55,1.35,2.46,3.01
9/29/2003,0.25,0.65,1.37,2.48,3.13
9/26/2003,0.27,0.66,1.35,2.44,3.1
9/25/2003,0.27,0.71,1.4,2.47,3.18
9/24/2003,0.27,0.71,1.41,2.5,3.21
9/23/2003,0.31,0.75,1.45,2.56,3.31
9/22/2003,0.29,0.75,1.46,2.56,3.31
9/19/2003,0.28,0.75,1.41,2.47,3.22
9/18/2003,0.27,0.72,1.41,2.51,3.23
9/17/2003,0.24,0.68,1.43,2.57,3.25
9/16/2003,0.29,0.7,1.49,2.66,3.36
9/15/2003,0.24,0.67,1.49,2.65,3.32
9/12/2003,0.24,0.7,1.49,2.61,3.31
9/11/2003,0.26,0.75,1.53,2.64,3.39
9/10/2003,0.24,0.68,1.54,2.64,3.32
9/9/2003,0.27,0.75,1.57,2.66,3.41
9/8/2003,0.3,0.78,1.57,2.66,3.44
9/5/2003,0.28,0.76,1.56,2.63,3.39
9/4/2003,0.36,0.94,1.59,2.61,3.55
9/3/2003,0.39,1.05,1.59,2.58,3.63
9/2/2003,0.41,1.06,1.59,2.57,3.63
8/29/2003,0.37,0.97,1.51,2.5,3.47
8/28/2003,0.35,0.94,1.49,2.49,3.43
8/27/2003,0.38,1.05,1.5,2.49,3.54
8/26/2003,0.31,0.95,1.54,2.54,3.49
8/25/2003,0.33,1,1.5,2.51,3.51
8/22/2003,0.37,0.99,1.5,2.51,3.5
8/21/2003,0.4,1.01,1.53,2.55,3.56
8/20/2003,0.34,0.88,1.51,2.61,3.49
8/19/2003,0.33,0.85,1.46,2.57,3.42
8/18/2003,0.37,0.91,1.5,2.62,3.53
8/15/2003,0.35,0.9,1.57,2.7,3.6
8/14/2003,0.35,0.9,1.56,2.69,3.59
8/13/2003,0.35,0.9,1.57,2.72,3.62
8/12/2003,0.3,0.76,1.52,2.66,3.42
8/11/2003,0.34,0.85,1.45,2.57,3.42
8/8/2003,0.26,0.76,1.45,2.55,3.31
8/7/2003,0.31,0.79,1.45,2.56,3.35
8/6/2003,0.33,0.83,1.47,2.54,3.37
8/5/2003,0.36,0.92,1.49,2.59,3.51
8/4/2003,0.27,0.74,1.53,2.64,3.38
8/1/2003,0.36,0.9,1.52,2.59,3.49
7/31/2003,0.32,0.84,1.58,2.69,3.53
7/30/2003,0.19,0.66,1.63,2.7,3.36
7/29/2003,0.18,0.68,1.66,2.75,3.43
7/28/2003,0.2,0.64,1.6,2.7,3.34
7/25/2003,0.2,0.59,1.58,2.7,3.29
7/24/2003,0.2,0.61,1.54,2.66,3.27
7/23/2003,0.18,0.61,1.5,2.58,3.19
7/22/2003,0.19,0.64,1.5,2.6,3.24
7/21/2003,0.24,0.68,1.49,2.58,3.26
7/18/2003,0.21,0.6,1.42,2.49,3.09
7/17/2003,0.21,0.57,1.41,2.51,3.08
7/16/2003,0.21,0.58,1.38,2.48,3.06
7/15/2003,0.18,0.53,1.36,2.49,3.02
7/14/2003,0.16,0.44,1.25,2.39,2.83
7/11/2003,0.17,0.4,1.23,2.37,2.77
7/10/2003,0.18,0.44,1.26,2.37,2.81
7/9/2003,0.19,0.47,1.26,2.36,2.83
7/8/2003,0.17,0.47,1.26,2.36,2.83
7/7/2003,0.16,0.44,1.27,2.38,2.82
7/3/2003,0.2,0.45,1.23,2.35,2.8
7/2/2003,0.19,0.43,1.17,2.26,2.69
7/1/2003,0.18,0.41,1.18,2.26,2.67
6/30/2003,0.19,0.42,1.14,2.22,2.64
6/27/2003,0.22,0.51,1.14,2.2,2.71
6/26/2003,0.2,0.5,1.08,2.14,2.64
6/25/2003,0.13,0.38,1.02,2.08,2.46
6/24/2003,0.08,0.31,1.07,2.15,2.46
6/23/2003,0.09,0.32,1.07,2.15,2.47
6/20/2003,0.11,0.39,1.09,2.18,2.57
6/19/2003,0.07,0.36,1.11,2.18,2.54
6/18/2003,0.07,0.38,1.07,2.1,2.48
6/17/2003,0.1,0.35,1.01,2.02,2.37
6/16/2003,0.08,0.31,0.96,2,2.31
6/13/2003,0.04,0.24,0.98,2.03,2.27
6/12/2003,0.03,0.21,0.97,2.05,2.26
6/11/2003,0.06,0.22,1,2.05,2.27
6/10/2003,0.01,0.16,0.99,2.07,2.23
6/9/2003,0.01,0.16,1.01,2.1,2.26
6/6/2003,0.03,0.22,1.02,2.1,2.32
6/5/2003,0.03,0.21,1,2.09,2.3
6/4/2003,-0.01,0.15,0.99,2.1,2.25
6/3/2003,-0.01,0.12,1.05,2.14,2.26
6/2/2003,0.01,0.19,1.04,2.1,2.29
5/30/2003,0.02,0.22,0.97,2.04,2.26
5/29/2003,0.01,0.2,0.97,2.04,2.24
5/28/2003,0.03,0.23,1,2.09,2.32
5/27/2003,0.04,0.24,1.01,2.08,2.32
5/23/2003,0.06,0.3,0.95,1.96,2.26
5/22/2003,0.06,0.28,0.96,1.98,2.26
5/21/2003,0.09,0.32,0.99,2.01,2.33
5/20/2003,0.06,0.27,1.03,2.07,2.34
5/19/2003,0.09,0.3,1.06,2.11,2.41
5/16/2003,0.1,0.33,1.05,2.08,2.41
5/15/2003,0.15,0.4,1.06,2.07,2.47
5/14/2003,0.14,0.35,1.06,2.12,2.47
5/13/2003,0.14,0.38,1.11,2.16,2.54
5/12/2003,0.12,0.36,1.12,2.18,2.54
5/9/2003,0.11,0.34,1.16,2.24,2.58
5/8/2003,0.15,0.4,1.13,2.21,2.61
5/7/2003,0.1,0.34,1.19,2.27,2.61
5/6/2003,0.09,0.35,1.31,2.39,2.74
5/5/2003,0.14,0.42,1.32,2.37,2.79
5/2/2003,0.15,0.44,1.34,2.38,2.82
5/1/2003,0.11,0.4,1.32,2.38,2.78
4/30/2003,0.09,0.38,1.34,2.38,2.76
4/29/2003,0.13,0.47,1.32,2.34,2.81
4/28/2003,0.14,0.45,1.31,2.33,2.78
4/25/2003,0.12,0.43,1.31,2.34,2.77
4/24/2003,0.13,0.47,1.3,2.31,2.78
4/23/2003,0.16,0.53,1.32,2.32,2.85
